device_name_in_vd,ip,day,batch,org,type,softwareVersion,ping-status,sync-status,serialNo,model,existing-packageName
SIN000079,100.110.3.44,1,144,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3120770,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
SIN000080,100.110.3.75,1,144,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3120771,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
SIN000082,100.110.8.157,1,144,IPC05519,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3777259,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SIN000090,100.110.8.159,1,144,IPC05519,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3777237,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SIN000108,100.110.3.164,1,144,IPC03264,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3845175,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SIN000113,100.110.15.122,1,145,IPC05519,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4598102,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SIN000129,100.110.11.4,1,146,IPC05519,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3777230,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SIN000345,100.110.3.163,1,146,IPC03264,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3845176,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
SIN000400,100.110.15.195,1,146,IPC05519,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3845169,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SIN003463,100.110.3.100,1,146,IPC05319,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3120775,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
SOE000149,100.110.8.182,1,146,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010762,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SOE000168,100.110.8.181,1,146,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010773,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SOE000420,100.110.8.212,1,147,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010730,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SOW000020,100.110.8.145,1,147,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3999316,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SOW000027,100.110.8.125,1,147,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4000186,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
STO000087,100.110.9.91,1,148,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3932650,FWA-5020,versa-flexvnf-20191106-113931-80561de-16.1R2S9
STO000325,100.110.2.197,1,148,IPC05020,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA2874182,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
STO000910,100.110.8.156,1,149,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3777254,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SUI000020,100.110.8.4,1,151,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909026,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SUI000072,100.110.8.2,1,151,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909019,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SUI000233,100.110.3.113,1,152,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,OUT_OF_SYNC,KSA4271585,FWA-5020,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SUI000288,100.110.2.77,1,153,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4271580,FWA-5020,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SUI000902,100.110.8.98,1,154,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908984,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SUI000964,100.110.3.203,1,155,IPC04578,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3873712,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
SUI009435,100.110.8.50,1,156,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3866850,FWA-5020U-00A1R,versa-flexvnf-20191106-113931-80561de-16.1R2S9
UWE000030,100.110.10.11,1,161,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4271578,FWA-5020,versa-flexvnf-20191106-113931-80561de-16.1R2S9
UWP000023,100.110.3.11,1,161,IPC04305W,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3126379,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
VNF-V-SIN000136,100.110.9.217,1,166,IPC04248,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,SNG-094D7F5E75094FDC610286C715ABBF28,OpenStack Compute,versa-flexvnf-20191106-113931-80561de-16.1R2S9
WAL000550,100.110.8.77,1,168,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909055,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
WAL000551,100.110.8.81,1,168,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908992,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
XBG000020,100.110.2.240,1,168,IPC05144,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3267572,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
XBT000083,100.110.9.210,1,168,IPC05548,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4000190,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
XBT002346,100.110.3.112,1,170,IPC03024,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3714903,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
XBT008985,100.110.3.105,1,170,IPC05319,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3777232,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
ZAZ000008,100.110.3.25,1,172,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3244570,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
ZAZ000021,100.110.3.34,1,172,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3267589,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
ZRH000903,100.110.8.30,1,176,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909020,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
