device_name_in_vd,ip,day,batch,org,type,softwareVersion,ping-status,sync-status,serialNo,model,existing-packageName
DUB000146,192.168.28.96,1,23,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
DUB000152,192.168.28.250,1,23,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
DUB000605,100.110.8.28,1,24,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DUB000653,100.110.15.247,1,24,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DUB001010,100.110.8.51,1,24,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DUI000023,100.110.10.189,1,24,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DUI000202,100.110.8.252,1,24,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DUS000095,100.110.8.48,1,24,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DUS000161,100.110.8.69,1,24,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DUS000681,100.110.2.36,1,24,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
DUS000803,100.110.3.147,1,24,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
DUS005390,192.168.28.175,1,25,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
EAN000064,100.110.3.17,1,25,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
EAN000090,100.110.8.36,1,25,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
EAN000150,100.110.3.4,1,25,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
EAN000181,100.110.2.138,1,25,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
EAN000185,100.110.8.42,1,25,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
EAN002729,100.110.3.2,1,25,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
